PWS ID (Links to Records),Name,Reports/Notices,County,Status,Federal Type Full Name,State Source Type Full Name,Regulated As Water Hauler?,Population,Service Connections,Enforcement
CO0107451,KNOLLWOOD MD,Reports,BOULDER,I,Community,Groundwater,No,100,46,No Recent Activity
CO0221520,KNOTTY PINE INN,Reports,EL PASO,I,Non-Public,Groundwater,No,0,2,No Recent Activity
CO0202400,KOA ALAMOSA,Reports,ALAMOSA,A,"Transient, Non-Community",Groundwater,No,99,43,No Recent Activity
CO0207452,KOA BOULDER CAMPGROUND,Reports,BOULDER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0208440,KOA BUENA VISTA,Reports,CHAFFEE,I,Non-Public,Groundwater,No,94,40,No Recent Activity
CO0246452,KOA OURAY CG,Reports,OURAY,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0234460,KOA PONDEROSA,Reports,LA PLATA,I,Non-Public,Surface Water,No,0,1,No Recent Activity
CO0251500,KOA PUEBLO NORTH,Reports,PUEBLO,I,"Transient, Non-Community",Purchased Surface Water,"YES  ",99,68,No Recent Activity
CO0251470,KOA PUEBLO S COLORADO CITY,Reports,PUEBLO,A,"Transient, Non-Community",Groundwater,No,83,70,No Recent Activity
CO0222530,KOA ROYAL GORGE,Reports,FREMONT,I,"Transient, Non-Community",Purchased Surface Water,No,52,2,No Recent Activity
CO0230436,KONG COMPANY,Reports,JEFFERSON,A,Non-Public,Surface Water,No,23,1,No Recent Activity
CO0119451,KOONCE COMPANY MOBILE HOME PARK,Reports,EAGLE,P,Non-Public,null,No,13,5,No Recent Activity
CO0251452,KOURY TRANSPORT,Reports,PUEBLO,A,Community,Purchased Surface Water,"YES  ",215,2,No Recent Activity
CO0249455,KRABLDONIK,Reports,PITKIN,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0125456,KREMMLING CENTRAL PARK,Reports,GRAND,I,Community,Purchased Surface Water,No,47,20,No Recent Activity
CO0125455,KREMMLING TOWN OF,Reports,GRAND,A,Community,Surface Water,No,1859,559,No Recent Activity
CO0334440,KROEGER CG,Reports,LA PLATA,A,Non-Public,Groundwater,No,5,1,No Recent Activity
CO0207457,KTS BARBEQUE,Reports,BOULDER,I,Non-Public,null,No,0,1,No Recent Activity
CO0155700,KV HOA INC,Reports,SAGUACHE,A,Community,Groundwater,No,580,283,No Recent Activity
CO0230014,KWIK MART NO 3,Reports,JEFFERSON,A,"Transient, Non-Community",Groundwater,No,31,3,No Recent Activity
CO0208285,KYWAY CAFE,Reports,CHAFFEE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0236200,L AND H PLACE,Reports,LAS ANIMAS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0150467,L AND M WESTVIEW,Reports,PROWERS,P,Non-Public,null,No,19,9,No Recent Activity
CO0121466,LA CRESTA MOBILE ESTATES,Reports,EL PASO,P,Non-Public,null,No,775,300,No Recent Activity
CO0162467,LA FAMILIA MOBILE HOME PARK,Reports,WELD,P,Non-Public,null,No,55,21,No Recent Activity
CO0240455,LA GARITA RANCH,Reports,MINERAL,I,Non-Public,Groundwater,No,0,11,No Recent Activity
CO0255570,LA GARITA TRADING POST,Reports,SAGUACHE,A,Non-Public,Groundwater,No,17,2,No Recent Activity
CO0111600,LA JARA TOWN OF,Reports,CONEJOS,A,Community,Groundwater,No,825,353,No Recent Activity
CO0145420,LA JUNTA CITY OF,Reports,OTERO,A,Community,Groundwater,No,9200,3234,No Recent Activity
CO0107518,LA LUNA COMMUNITY COOPERATIVE,Reports,BOULDER,P,Community,null,No,89,35,No Recent Activity
CO0163467,LA NUEVA ESPERANZA,Reports,YUMA,P,Community,null,No,39,16,No Recent Activity
CO0134467,LA PLACITA MOBILE HOME PARK,Reports,LA PLATA,P,Non-Public,null,No,13,5,No Recent Activity
CO0134191,LA PLATA ARCHULETA WATER DISTRICT,Reports,LA PLATA,A,Community,Purchased Surface Water,No,510,205,No Recent Activity
CO0134466,LA PLATA WEST WATER AUTHORITY,Reports,LA PLATA,A,Community,Purchased Surface Water,No,354,164,No Recent Activity
CO0162466,LA SALLE TOWN OF,Reports,WELD,A,Community,Purchased Surface Water,No,2010,912,Open Target
CO0228500,LA VETA PASS REST STOP   OJO,Reports,HUERFANO,I,Non-Public,Surface Water,No,0,1,No Recent Activity
CO0228466,LA VETA SCHOOL,Reports,HUERFANO,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0128500,LA VETA TOWN OF,Reports,HUERFANO,A,Community,Surface Water,No,850,586,Open Order
CO0314478,LA VISTA CG,Reports,CUSTER,A,"Transient, Non-Community",Groundwater,No,180,7,Closed Order Within Last 3 Years
CO0151466,LA VISTA HILLS MHP,Reports,PUEBLO,P,Community,null,No,78,34,No Recent Activity
CO0107473,LAFAYETTE CITY OF,Reports,BOULDER,A,Community,Surface Water,No,28700,9666,No Recent Activity
CO0107466,LAFAYETTE GARDENS,Reports,BOULDER,A,Community,Purchased Surface Water,No,207,135,No Recent Activity
CO0135428,LAGO VISTA MOBILE HOME PARK,Reports,LARIMER,A,Community,Purchased Surface Water,No,842,301,No Recent Activity
CO0127467,LAKE CITY TOWN OF,Reports,HINSDALE,A,Community,Groundwater,No,587,589,No Recent Activity
CO0233500,LAKE COUNTY LEADVILLE AIRPORT,Reports,LAKE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0314462,LAKE CREEK CG,Reports,CUSTER,A,"Transient, Non-Community",Groundwater,No,36,1,No Recent Activity
CO0119467,LAKE CREEK MEADOWS MD,Reports,EAGLE,A,Community,Groundwater,No,407,107,No Recent Activity
CO0214350,LAKE DEWEESE LODGE,Reports,CUSTER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0134530,LAKE DURANGO WA,Reports,LA PLATA,A,Community,Surface Water,No,1577,631,No Recent Activity
CO0125466,LAKE FOREST MUTUAL WC,Reports,GRAND,A,Community,Groundwater,No,250,108,No Recent Activity
CO0353400,LAKE FORK CG LOWER,Reports,CONEJOS,I,Non-Public,Groundwater,No,15,1,No Recent Activity
CO0353401,LAKE FORK CG NO 2 HIGH,Reports,CONEJOS,A,Non-Public,Groundwater,No,16,1,No Recent Activity
CO0226501,LAKE FORK COVE ALLIANCE INC,Reports,GUNNISON,A,"Transient, Non-Community",Groundwater,No,27,37,No Recent Activity
CO0227466,LAKE FORK HOA,Reports,HINSDALE,A,"Transient, Non-Community",Groundwater,No,32,33,No Recent Activity
CO0133100,LAKE FORK MHP,Reports,LAKE,A,Community,Groundwater,No,487,139,No Recent Activity
CO0211466,LAKE FORK RANCH,Reports,CONEJOS,A,Non-Public,Groundwater UDI Surface Water,No,17,6,No Recent Activity
CO0266466,LAKE FORK RV RESORT,Reports,GUNNISON,I,Non-Public,Groundwater,No,1,1,No Recent Activity
CO0247167,LAKE GEORGE CABINS AND RV PARK,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,33,24,No Recent Activity
CO0247148,LAKE GEORGE CAFE AND COFFEE,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,53,2,No Recent Activity
CO0247466,LAKE GEORGE CHARTER SCHOOL,Reports,PARK,A,"Non-Transient, Non-Community",Groundwater,No,250,1,Open Target
CO0247016,LAKE GEORGE INN,Reports,PARK,I,Non-Public,Groundwater,No,0,2,No Recent Activity
CO0247035,LAKE GEORGE MOBILE HOME PARK,Reports,PARK,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0247468,LAKE GEORGE PIZZA,Reports,PARK,I,"Transient, Non-Community",Groundwater,No,27,1,No Recent Activity
CO0347465,LAKE GEORGE WORK CENTER,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,36,5,No Recent Activity
CO0326463,LAKE IRWIN CG,Reports,GUNNISON,I,"Transient, Non-Community",Groundwater,No,46,1,No Recent Activity
CO0326464,LAKE IRWIN DUPLICATE OF CO0326463,Reports,GUNNISON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0314124,LAKE ISABEL   CISNEROS CG 3024,Reports,CUSTER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0314107,LAKE ISABEL   CISNEROS TH 3007,Reports,CUSTER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0314108,LAKE ISABEL   CISNEROS TH 3008,Reports,CUSTER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0314476,LAKE ISABEL   PG 3016,Reports,CUSTER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0314484,LAKE ISABEL   STCHARLESCG 3014,Reports,CUSTER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0314470,LAKE ISABEL PICNIC GROUND 3010,Reports,CUSTER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0314477,LAKE ISABEL PICNIC GROUND 3017,Reports,CUSTER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0351620,LAKE ISABEL WORK CENTER 3001,Reports,PUEBLO,A,Non-Public,Groundwater,No,5,1,No Recent Activity
CO0229466,LAKE JOHN RESORT,Reports,JACKSON,A,"Transient, Non-Community",Groundwater,No,52,36,No Recent Activity
CO0225466,LAKE KOVE RESORT,Reports,GRAND,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0242200,LAKE MANCOS RANCH,Reports,MONTEZUMA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0221970,LAKE OF THE ROCKIES,Reports,EL PASO,I,Non-Public,Groundwater,No,0,170,No Recent Activity
CO0251466,LAKE PUEBLO STATE PARK,Reports,PUEBLO,I,"Non-Transient, Non-Community",Purchased Surface Water,No,4695,86,No Recent Activity
CO0207468,LAKE PUMP SYSTEM,Reports,BOULDER,I,"Non-Transient, Non-Community",Surface Water,No,161,4,Open Target
CO0227467,LAKE SAN CRISTOBAL HOA,Reports,HINSDALE,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,30,11,No Recent Activity
CO0212466,LAKE SANCHEZ ESTATES,Reports,COSTILLA,A,Community,Groundwater,No,34,30,Closed Order Within Last 3 Years
CO0225467,LAKE SHORE CABINS AND MARINA,Reports,GRAND,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0123466,LAKE SPRINGS RANCH PUD,Reports,GARFIELD,P,Non-Public,null,No,1,1,No Recent Activity
CO0326467,LAKE VIEW CG,Reports,GUNNISON,A,"Transient, Non-Community",Groundwater,No,193,10,No Recent Activity
CO0333405,LAKE VIEW CG,Reports,LAKE,I,"Transient, Non-Community",Groundwater,No,552,6,Closed Order Within Last 3 Years
CO0130466,LAKEHURST WSD,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,12000,5519,No Recent Activity
CO0125467,LAKESHORE MOBILE HOME PARK,Reports,GRAND,A,Community,Groundwater,No,58,50,No Recent Activity
CO0136467,LAKESIDE MHP,Reports,LAS ANIMAS,P,Non-Public,null,No,34,17,No Recent Activity
CO0227318,LAKEVIEW ESTATES,Reports,HINSDALE,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,85,15,No Recent Activity
CO0101466,LAKEVIEW ESTATES,Reports,ADAMS,I,Non-Public,Groundwater,No,0,35,No Recent Activity
CO0130467,LAKEWOOD CITY OF,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,6000,726,No Recent Activity
CO0130468,LAKEWOOD VILLAGE MOBILE HOME & RV PARK,Reports,JEFFERSON,P,Non-Public,null,No,110,53,No Recent Activity
CO0150700,LAMAR CITY OF,Reports,PROWERS,A,Community,Groundwater,No,8600,3597,No Recent Activity
CO0141467,LAMPLIGHTER ESTATES MHP,Reports,MOFFAT,A,Community,Purchased Surface Water,No,250,74,No Recent Activity
CO0101467,LAMPLIGHTER MHP,Reports,ADAMS,A,Community,Purchased Surface Water,No,651,250,No Recent Activity
CO0122467,LAMPLIGHTER MOBILE HOME PARK,Reports,FREMONT,A,Community,Purchased Surface Water,No,420,140,No Recent Activity
CO0101465,LAMPLIGHTER MOBILE HOME PARK,Reports,ADAMS,P,Community,null,No,37,15,No Recent Activity
CO0121488,LAMPLIGHTER RHP,Reports,EL PASO,A,Community,Purchased Surface Water,No,643,257,No Recent Activity
CO0235505,LANDMARK MOTEL MEADOWBROOK PS,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0144467,LANDMARK NORTH,Reports,MORGAN,I,Community,null,No,245,95,No Recent Activity
CO0144468,LANDMARK SOUTH MOBILE COMMUNITY,Reports,MORGAN,P,Community,null,No,242,93,No Recent Activity
CO0207465,LANE GUEST RANCH,Reports,BOULDER,I,"Transient, Non-Community",Surface Water,No,40,19,No Recent Activity
CO0134540,LAPLATA VISTA ESTATES HOA,Reports,LA PLATA,A,Community,Purchased Surface Water,No,68,30,No Recent Activity
CO0123192,LARAMIE ENERGY LLC,Reports,GARFIELD,P,Non-Public,Purchased Surface Water,No,21,4,No Recent Activity
CO0235458,LARAMIE RIVER GUEST RANCH,Reports,LARIMER,A,Non-Public,Groundwater,No,5,5,No Recent Activity
CO0235464,LARIMER COUNTY PARKS CARTER LAKE,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,50,1,No Recent Activity
CO0107489,LARK MEADOWS WA,Reports,BOULDER,A,Community,Groundwater,No,75,31,No Recent Activity
CO0118467,LARKSPUR STATION MOBILE HOME COMMUNITY,Reports,DOUGLAS,P,Community,null,No,84,33,No Recent Activity
CO0126466,LARKSPUR SUBD,Reports,GUNNISON,A,Community,Groundwater,No,118,38,No Recent Activity
CO0118030,LARKSPUR TOWN OF,Reports,DOUGLAS,A,Community,Groundwater,No,275,109,Open Order
CO0149468,LARSON TRUCKING INC,Reports,PITKIN,P,Non-Public,Purchased Groundwater,No,1,2,No Recent Activity
CO0106300,LAS ANIMAS CITY OF,Reports,BENT,A,Community,Groundwater,No,2139,1351,No Recent Activity
CO0206350,LAS ANIMAS LIGHT AND POWER,Reports,BENT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0261007,LAST CHANCE CAFE,Reports,WASHINGTON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0323465,LAST CHANCE CAMPGROUND,Reports,GARFIELD,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0261004,LAST CHANCE DAIRY KING,Reports,WASHINGTON,I,Non-Public,Groundwater,No,0,6,No Recent Activity
CO0261005,LAST CHANCE MOTEL,Reports,WASHINGTON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0157300,LAST DOLLAR PUD,Reports,SAN MIGUEL,A,Community,Groundwater,No,96,32,No Recent Activity
CO0204466,LAST RESORT ON THE RIVER,Reports,ARCHULETA,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,52,16,No Recent Activity
CO0224543,LAST SHOT,Reports,GILPIN,A,"Transient, Non-Community",Groundwater,No,72,1,No Recent Activity
CO0139467,LATHAM TRAILER COURT,Reports,MESA,P,Non-Public,null,No,34,16,No Recent Activity
CO0225468,LATIGO RANCH,Reports,GRAND,A,"Transient, Non-Community",Groundwater,No,33,9,No Recent Activity
CO0221920,LATIGO TRAILS EQUESTRIAN CENTER,Reports,EL PASO,A,"Transient, Non-Community",Groundwater,No,76,5,No Recent Activity
CO0251600,LATIN RENDEZVOUS LLC,Reports,PUEBLO,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0255466,LAUGHING BUDDHA LOUNGE THE,Reports,SAGUACHE,I,Non-Public,null,No,0,null,No Recent Activity
CO0210466,LAWSON ADVENTURE PARK AND RESORT,Reports,CLEAR CREEK,A,"Transient, Non-Community",Groundwater,No,94,10,No Recent Activity
CO0110025,LAWSON TC,Reports,CLEAR CREEK,A,Community,Groundwater,No,90,30,No Recent Activity
CO0115467,LAZEAR DOMESTIC WC,Reports,DELTA,A,Community,Groundwater,No,178,123,No Recent Activity
CO0251570,LAZY ACRES GIRL SCOUT CAMP,Reports,PUEBLO,A,"Transient, Non-Community",Groundwater,No,42,5,No Recent Activity
CO0235466,LAZY B RANCH,Reports,LARIMER,I,Non-Public,Groundwater,No,0,7,No Recent Activity
CO0253466,LAZY BEAR CABINS,Reports,RIO GRANDE,P,Non-Public,null,No,20,1,No Recent Activity
CO0227733,LAZY CRUTCH PARK,Reports,HINSDALE,A,Non-Public,Groundwater UDI Surface Water,No,17,13,No Recent Activity
CO0121425,LAZY DAYS MHV,Reports,EL PASO,A,Community,Purchased Groundwater UDI Surface Water,No,51,34,No Recent Activity
CO0123360,LAZY DIAMOND A SUBD,Reports,GARFIELD,A,Community,Groundwater,No,25,12,No Recent Activity
CO0149466,LAZY GLEN HOA,Reports,PITKIN,A,Community,Groundwater,No,322,107,No Recent Activity
CO0243850,LAZY JR BAR,Reports,MONTROSE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0149467,LAZY O RANCH,Reports,PITKIN,A,Community,Groundwater,No,27,15,No Recent Activity
CO0247009,LAZY OURS WTR AND CPGD,Reports,PARK,I,Non-Public,Groundwater,No,0,7,No Recent Activity
CO0221133,LDS BLACK FOREST,Reports,EL PASO,A,"Transient, Non-Community",Groundwater,No,466,1,No Recent Activity
CO0232158,LDS BURLINGTON,Reports,KIT CARSON,A,Non-Public,Groundwater,No,31,1,No Recent Activity
CO0234233,LDS DECKER PARK,Reports,LA PLATA,A,Non-Public,Groundwater,No,25,1,No Recent Activity
CO0220471,LDS ELIZABETH,Reports,ELBERT,A,"Transient, Non-Community",Groundwater,No,338,1,No Recent Activity
CO0230800,LDS EVERGREEN,Reports,JEFFERSON,A,"Transient, Non-Community",Groundwater,No,254,1,No Recent Activity
CO0220473,LDS FOX CREEK,Reports,CONEJOS,I,"Transient, Non-Community",Groundwater,No,214,1,No Recent Activity
CO0211295,LDS FOX CREEK,Reports,CONEJOS,A,"Transient, Non-Community",Groundwater,No,106,1,No Recent Activity
CO0210366,LDS IDAHO SPRINGS,Reports,CLEAR CREEK,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0228566,LDS JOSEPH,Reports,HUERFANO,A,"Transient, Non-Community",Groundwater,No,300,1,No Recent Activity
CO0234670,LDS RED MESA,Reports,LA PLATA,A,"Transient, Non-Community",Groundwater,No,193,1,No Recent Activity
CO0220476,LDS RED MESA,Reports,LA PLATA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0220475,LDS STRASBURG,Reports,ARAPAHOE,I,Non-Public,null,No,0,1,No Recent Activity
CO0203724,LDS STRASBURG,Reports,ARAPAHOE,A,"Transient, Non-Community",Groundwater,No,231,1,No Recent Activity
CO0114471,LEA LANE PARK,Reports,CUSTER,P,Non-Public,null,No,71,27,No Recent Activity
CO0233471,LEADVILLE NATL FISH HATCHERY,Reports,LAKE,A,Non-Public,Groundwater,No,2,1,No Recent Activity
CO0219742,LEARNING CAMP THE,Reports,EAGLE,I,Non-Public,Groundwater UDI Surface Water,No,0,2,No Recent Activity
CO0142471,LEE MOBILE HOME PARK,Reports,MONTEZUMA,P,Non-Public,null,No,149,58,No Recent Activity
CO0107471,LEFT HAND WD,Reports,BOULDER,A,Community,Surface Water,No,20280,7769,No Recent Activity
CO0107472,LEFTHAND WSD LAKE PINES,Reports,BOULDER,A,Community,Purchased Surface Water,No,250,80,No Recent Activity
CO0325471,LEIFFER CABIN,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0218466,LEJA'S KITCHEN,Reports,DOUGLAS,I,"Transient, Non-Community",Groundwater,No,54,2,No Recent Activity
CO0208520,LEO CARVER MHP,Reports,CHAFFEE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0162471,LEOS MOBILE PARK,Reports,WELD,P,Non-Public,null,No,39,15,No Recent Activity
CO0220004,LEOS WAGON WHEEL REST  LOUNGE,Reports,ELBERT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0123471,LEXIE MEADOW ESTATES SUBD WS,Reports,GARFIELD,I,Non-Public,null,No,1,1,No Recent Activity
CO0263400,LIBERTY SCHOOL,Reports,YUMA,A,"Non-Transient, Non-Community",Groundwater,No,102,2,Open Target
CO0225476,LICHEN RANCH PARTNERS LLC,Reports,GRAND,I,Non-Public,Groundwater,No,0,18,No Recent Activity
CO0207475,LICKSKILLET CAFE,Reports,BOULDER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0201500,LIGHTHOUSE ON FLORENCE,Reports,ADAMS,A,Non-Public,Groundwater,No,18,null,No Recent Activity
CO0134570,LIGHTNER CREEK MHP,Reports,LA PLATA,A,Community,Groundwater,No,90,30,No Recent Activity
CO0219475,LIL JOHNS WT  JERRYS DELI,Reports,EAGLE,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0219476,LIL JOHNSWT W VAIL PHILLIPS66,Reports,EAGLE,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0201233,LIL POPEYES TAVERN,Reports,ADAMS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0134635,LILLY BELLE MHP,Reports,LA PLATA,A,"Non-Transient, Non-Community",Groundwater,No,30,14,No Recent Activity
CO0262266,LILY FARM FRESH EVENT CENTER,Reports,WELD,I,"Transient, Non-Community",Groundwater,No,39,1,No Recent Activity
CO0235133,LILY LAKE,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0137016,LIMON CORRECTIONAL FACILITY,Reports,LINCOLN,A,Community,Purchased Groundwater,No,1289,2,No Recent Activity
CO0137476,LIMON MOBILE HOME & RV PARK,Reports,LINCOLN,P,Non-Public,null,No,55,60,No Recent Activity
CO0137015,LIMON TOWN OF,Reports,LINCOLN,A,Community,Groundwater,No,5080,962,No Recent Activity
CO0101095,LINCOLN FMHC LLC,Reports,ADAMS,A,Community,Groundwater,No,232,88,No Recent Activity
CO0349213,LINCOLN GULCH CG,Reports,PITKIN,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0222430,LIONS DEN RESTAURANT,Reports,FREMONT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0242476,LIONS HEAD WATER USERS ASSOC,Reports,MONTEZUMA,I,Non-Public,null,No,0,null,No Recent Activity
CO0123470,LIONS RIDGE ESTATES,Reports,GARFIELD,A,Community,Groundwater UDI Surface Water,No,63,23,Closed Order Within Last 3 Years
CO0207476,"LITE CRAFT NEON, INC",Reports,BOULDER,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0202468,LITTLE BEAR RANCH,Reports,ALAMOSA,P,Non-Public,null,No,0,2,No Recent Activity
CO0263474,LITTLE D CAFE,Reports,YUMA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0149476,LITTLE ELK CREEK,Reports,PITKIN,A,Community,Groundwater UDI Surface Water,No,150,78,No Recent Activity
CO0160250,LITTLE GEM MHP,Reports,TELLER,A,Non-Public,Groundwater,No,17,13,Open Order
CO0133200,LITTLE JOES TRLR CT,Reports,LAKE,I,Non-Public,Groundwater,No,0,27,No Recent Activity
CO0201475,LITTLE LIGHTS EARLY LEARNING CENTER,Reports,ADAMS,I,Non-Public,Groundwater,No,74,1,No Recent Activity
CO0319476,LITTLE MATTIE CG,Reports,EAGLE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0223476,LITTLE MONTANA AT LAKE CRISTOBAL,Reports,GARFIELD,I,Non-Public,Surface Water,No,20,2,No Recent Activity
CO0139475,LITTLE PARK WATER COOP,Reports,MESA,A,Community,Purchased Surface Water,"YES  ",51,28,No Recent Activity
CO0227476,LITTLE SQUAW RESORT,Reports,HINSDALE,A,"Transient, Non-Community",Groundwater,No,27,11,No Recent Activity
CO0234478,LITTLE STAR FOUNDATION,Reports,LA PLATA,A,Non-Public,Groundwater,No,6,1,No Recent Activity
CO0135477,LITTLE THOMPSON WD,Reports,LARIMER,A,Community,Purchased Surface Water,No,21779,9143,No Recent Activity
CO0103476,LITTLETON CITY OF,Reports,ARAPAHOE,I,Non-Public,Purchased Surface Water,No,0,10506,No Recent Activity
CO0235476,LIVERMORE ELEM,Reports,LARIMER,I,"Non-Transient, Non-Community",Purchased Surface Water,No,106,1,No Recent Activity
CO0235283,LIVERMORE WS,Reports,LARIMER,A,"Non-Transient, Non-Community",Groundwater UDI Surface Water,No,101,5,No Recent Activity
CO0253380,LIVING ROCK CHRISTIAN RETREAT,Reports,RIO GRANDE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0103180,LLOYD J KING,Reports,ARAPAHOE,I,Non-Public,Purchased Surface Water,No,0,10,No Recent Activity
